Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Switzerland,CHE,87720,91710,89450,88010,84430,81870,83270,84250,82740,90600
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Syrian Arab Republic,SYR,2650,1280,1080,910,760,730,810,970,760,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tajikistan,TJK,1140,1310,1340,1250,1110,1020,1020,1070,1050,1150
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tanzania,TZA,800,880,960,960,950,940,1000,1070,1050,1100
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Thailand,THA,5420,5610,5640,5580,5570,5820,6450,7080,6900,7090
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Timor-Leste,TLS,3560,3190,2690,2180,1740,1800,1820,2110,2100,1140
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Togo,TGO,580,610,630,630,660,710,860,900,900,960
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tonga,TON,4130,4320,4350,4210,4220,4440,4710,5130,5200,4930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Trinidad and Tobago,TTO,16750,18760,19110,19020,16510,15560,15260,15620,13830,15000
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tunisia,TUN,4190,4240,4250,4070,3870,3650,3650,3540,3230,3540
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkiye,TUR,11860,12500,12480,11860,11090,10840,10450,9670,9070,9900
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkmenistan,TKM,5370,6280,6950,6790,6590,6160,6500,6970,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,23530,25140,26100,24400,25730,26710,19610,21410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tuvalu,TUV,4480,5650,4790,5690,5490,5320,6160,6640,6750,7200
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uganda,UGA,830,810,830,850,820,760,740,750,740,760
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ukraine,UKR,3650,3950,3560,2800,2360,2360,2750,3310,3570,4120
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Arab Emirates,ARE,41810,45850,47420,46270,44460,42090,44350,46210,41770,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Kingdom,GBR,41810,42800,44590,44480,43150,41740,42180,43380,38590,44480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United States,USA,52790,53990,55800,56620,57140,59220,63460,66130,64650,70930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uruguay,URY,13360,15360,15830,15670,15490,15990,17390,17940,15950,16080
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uzbekistan,UZB,2160,2430,2600,2740,2790,2470,2110,1870,1740,1960
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vanuatu,VUT,2750,2930,2930,2770,2780,2860,3120,3400,3180,3240
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Venezuela, RB",VEN,12660,11950,13010,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vietnam,VNM,1980,2200,2400,2480,2580,2720,3060,3340,3450,3590
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,West Bank and Gaza,PSE,3210,3470,3560,3670,3900,3930,4190,4270,3700,4220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Yemen, Rep.",YEM,1180,1340,1360,1110,1070,1000,840,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zambia,ZMB,1660,1720,1760,1540,1340,1270,1400,1390,1130,1030
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zimbabwe,ZWE,1120,1200,1210,1220,1200,1170,1550,1450,1460,1530
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Afghanistan,AFG,59760957552.2293,65266760469.3186,69050351844.7807,72481076025.8795,70796494469.9087,75695088355.1237,78210930484.6157,83174634965.4069,81670680490.2877,67358352349.6721
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Albania,ALB,30302939280.3138,31131666723.0893,32827519380.2111,33983876395.1716,35304043215.4536,36786490566.2831,38643834442.5891,40583170440.943,39167712343.8039,43845858221.2643
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Algeria,DZA,491032042032.186,488124391408.29,494451390132.55,464956187403.212,466787785435.932,478552633868.987,490702347615.425,504852207229.836,486938504895.599,524016535377.951
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Angola,AGO,170976222328.791,185392118906.055,206980767331.719,194201081274.68,194190243960.592,204589335521.181,203242258671.793,202500001652.441,194792376473.785,206278150753.123
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Antigua and Barbuda,ATG,1713287781.8074,1663882354.66843,1676616004.68012,1658065071.79397,1755596330.0332,1791695125.50967,1971358280.50951,2072545831.4024,1754061444.48835,1936530315.60104
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Argentina,ARG,800317625387.391,831394119044.485,822682190485.563,850943025659.001,865728756874.78,1012802784989.8,999331043693.004,993132231271.456,917722295557.325,1061536885334.08
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Armenia,ARM,28085043286.0165,30249264888.7339,30546350169.5526,30350856297.5624,32159509360.9134,36931688582.4329,39046324639.4314,42643864254.2006,38915231567.3973,42242456978.5094
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Aruba,ABW,3394441793.94871,3570658808.16403,3676606602.51059,3729452520.89374,3762901964.55722,3871873899.09944,4120241310.43286,4318084058.59051,3630103508.28331,4413865993.25841
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Australia,AUS,944456745113.19,1035357049815.39,1071860785176.34,1079145492508.27,1116114404243.41,1158055244042.01,1213931146767.25,1271443080297.56,1330841712862.98,1421297223807.31
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Austria,AUT,392030460346.489,407466618825.439,417609480255.935,426732539405.343,460248078658.205,472121614071.579,498627781704.541,528714087201.208,507639777433.302,532669417713.151
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Azerbaijan,AZE,139942118752.313,153814756946.049,161560771985.524,139536668196.983,131802753631.7,133891980747.811,137679022973.348,145069061977.338,145208915844.926,157380657197.014
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Bahamas, The",BHS,11420995425.8464,11331939743.5128,11874815835.9489,12238745672.5528,12330322560.7779,13309085826.7646,13435858951.2965,14147593739.182,10911762266.6392,12651107437.5715
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bahrain,BHR,63717186823.4415,65227977632.6593,64937397694.8038,59027883384.9117,60275901158.781,67284010435.2343,70433154386.7178,72968493134.4988,69297316263.8719,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bangladesh,BGD,568934789569.725,613884173745.352,658105717587.783,701591060055.827,762513773147.244,808575894587.825,893181947690.099,981733862258.612,1028249433673.34,1157653623687.08
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Barbados,BRB,4181104155.75847,4178437974.81824,4140504807.39216,4234834096.99333,4352678557.62825,4319410929.19902,4358423264.39984,4425334673.41249,4028355426.12914,4164810195.39325
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belarus,BLR,167209008145.489,173067538960.123,174210112547.415,163948504069.03,160479887712.147,167108190268.284,176825035493.219,183774398518.944,182151459320.461,194830474120.495
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belgium,BEL,480620383220.801,499349513623.745,514186705056.397,528249820624.552,555959647175.261,579048881302.262,605554359498.285,646600277255.042,632203963042.278,694452307497.199
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belize,BLZ,2877754652.18913,3021937022.52201,3047960905.34404,3208205954.72753,3199122544.29093,3142833046.12913,3209620142.09103,3413585151.71931,3118249940.35235,3730446284.34293
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Benin,BEN,24162896617.311,26561886938.3552,29012509444.3848,30282958642.7141,32384504143.6299,33647417490.4049,36761232957.0914,40028224270.2261,42051631061.502,48684692867.7788
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bermuda,BMU,4565102131.19074,4691734061.22244,4650207512.13465,4857325794.21895,5069411917.91031,5441446654.03734,5501636897.90889,5514762250.79722,5281002855.06755,5872773386.67
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bhutan,BTN,5108157657.00653,5275721526.07621,5790544513.85152,6422593662.27931,7042038049.76,7585887017.97289,7976936055.77024,8581822998.72905,8065882369.83251,8745866639.964
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bolivia,BOL,57756234187.7259,65495334662.9702,71666096539.7519,74894854641.2025,81222638742.541,91495898239.9634,98178462888.8414,102545287150.252,95588814882.2866,104106476338.222
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bosnia and Herzegovina,BIH,37436141349.9218,39546946732.419,40137290056.7482,41470039991.8429,44325708944.9194,45709626510.1455,49299429820.804,53338121198.9934,51615057218.8879,56368043558.438
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Botswana,BWA,26751802962.0844,28413051384.9093,31809191936.547,30008539556.4783,32863010564.2784,32179517469.0234,33802099451.577,37318807967.978,35775618276.2022,39909918090.2374
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brazil,BRA,2923719823247.29,3090347659227.13,3127764536936.54,2958026429302.9,2876740136515.87,2962271099133.41,3058475755190.9,3154294912145.58,3086112276640.51,3343313239305.32
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brunei Darussalam,BRN,34364760477.9712,33509559006.4759,33313972350.9287,27254603848.3947,25364170400.1577,27428959648.7296,26687321434.3087,28794177323.8,29567026070.4238,29607524054.1664
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bulgaria,BGR,117703063876.05,118282206004.376,126167667868.829,127908072168.791,138637773147.477,148500631919.753,156451872157.33,170621231928.451,169304690620.303,188265921046.642
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burkina Faso,BFA,26157122985.3763,27958185156.6621,28468442315.1301,29619149700.6198,33766175223.7979,37765264713.5699,41475837577.5808,43649502056.4591,44167809599.5955,50190304713.4017
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burundi,BDI,6368379910.21901,7074295572.52413,7628334837.90584,8551056104.25342,8354333752.75671,8380014255.21821,8732109257.53112,9056249718.25273,9219327141.96264,9749878799.18312
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cabo Verde,CPV,2814067315.42606,2860973891.1569,2830720284.50257,3029167495.53556,3238313167.85348,3447518124.1818,3730790589.39037,4023051284.63182,3459851377.02669,3872110676.22498
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cambodia,KHM,40352333048.1545,43284451676.8772,45941913407.4501,49695125105.7085,54905400965.3297,59657647125.7308,65469356176.1997,71056602385.3746,70963733558.4333,75231469868.0904
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cameroon,CMR,62629408092.0932,67829555750.4328,74535991977.632,78039557073.3029,82998880759.8221,88388067006.1336,94061101496.2416,98793921693.2807,100199905236.871,108055271451.568
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Canada,CAN,1442044757903.5,1530453431372.55,1595196682591.57,1570419104485.27,1657591887626.39,1743306959310.54,1821483037220.98,1847872392121.28,1774028748728.7,2003710953297.63
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cayman Islands,CYM,2506666954.65396,2247527709.29713,2213929718.77153,2351877741.07651,2635204595.37926,2961317695.44801,3294897803.51982,3698959086.1542,3533841388.40712,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Central African Republic,CAF,4910903587.89207,3314143517.70327,3249088436.38074,3580087008.65921,3910067806.77701,4409011233.54022,4791013840.37115,5025639523.09843,5044773071.52368,5363599634.47756
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chad,TCD,21591587636.4981,19796873664.8052,21921934523.2352,24904346467.7966,23791406629.63,23520168178.8231,24615888990.4299,25849639576.3243,24272722517.9343,25993258124.4697
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chile,CHL,353816711374.161,375186612626.904,385025200182.301,395546267627.688,413012764323.289,433363834230.272,458498081292.87,469314823685.647,448696921353.671,520934329082.061
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,China,CHN,15089408821877.8,16053445265526.1,17143013848523,17711827416505,18619312059440.4,19860975136056.2,21641064090587.4,23376229727328.4,24061577732994,27063466631541.7
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Colombia,COL,532590461643.626,571320090863.888,607259189846.401,622183968337.134,658039414706.676,681250506662.52,728608189905.723,779204385666.097,763945162058.504,856401401864.102
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Comoros,COM,1814962014.89786,1955354402.02041,2071221657.94722,2117437030.24571,2290888118.1283,2479457610.11061,2632762418.07719,2725524213.92164,2750651963.09321,2928359518.39015
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Congo, Dem. Rep.",COD,43696967208.4135,49142683507.8545,57377953169.2351,63954295208.2057,74312567452.9388,83831229357.8051,90121945556.5964,93915489289.6723,99582887729.6551,106232665526.56
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Congo, Rep.",COG,27030906925.2395,27412885857.6535,28507863808.4685,22406270880.2525,18395388287.5822,18601885324.471,19823801667.8746,19083491080.3221,17304618573.6978,19830929385.7488
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Costa Rica,CRI,65070059286.9285,68606513156.9778,73917896674.1164,79359314660.5495,89561552361.3291,95456146478.5839,100873430252.261,108110771872.646,104515810567.76,109027223555.286
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cote d'Ivoire,CIV,54762839531.1921,59653079619.2815,96007042382.6336,105692768632.425,110081941651.056,114536013131.385,124295133401.988,135974292291.212,139848429931.113,155901598861.368
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Croatia,HRV,88535164252.5725,92395186687.0102,93374140694.6211,98642245347.9204,103622848902.06,111966772474.653,117694918391.251,128518766757.735,123164753352.833,135833332632.557
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Curacao,CUW,3892687092.16241,3909538839.10964,3905176287.46274,3942006836.73405,3923428355.22293,4083693913.01851,4084052648.80265,4053622448.07189,3353528077.65725,3624336791.28144
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cyprus,CYP,27389655408.8347,25936028812.1443,25036394100.5101,26883413057.5139,29340171435.1193,32051905142.7846,34125003752.0825,36739552494.985,34351038057.3797,36593349017.9342
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Czechia,CZE,287718348866.221,303447928479.576,318616318237.674,332984669940.748,355688613136.584,388039149500.853,413258087440.776,443220156988.471,442145842098.131,461730234969.434
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Denmark,DNK,256181803182.809,270675687839.011,280163778604.424,287305055728.283,305037277594.345,326115786258.35,342287470715.698,359508401425.843,367567145150.32,390895605172.499
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Djibouti,DJI,..,3575606060.01968,3813420038.53532,4124459934.56588,4228354172.73595,4418464110.63373,4725369385.99063,5174904158.21122,5296929188.23756,5864057579.94782
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Dominica,DMA,691928396.38625,692344687.139737,750744719.194229,765268686.687037,820841325.360526,813273321.762963,860508248.318868,908466089.557537,789474801.663994,867930358.353562
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Dominican Republic,DOM,113509281486.375,119476175962.838,130354681073.132,145306712656.455,160308251920.402,167596982744.007,184406643949.561,196652870180.082,185110262702.372,216139101212.81
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ecuador,ECU,157133177890.528,172493513104.366,183940790238.329,176078605364.199,178491385667.622,190452902888.886,196684842026.955,199842645125.484,186678033790.596,205385850157.137
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Egypt, Arab Rep.",EGY,936405442609.556,966549119173.092,961846565220.621,1045815284633.65,1042867889031.84,1041678981890.3,1116637186723.65,1186022352992.62,1249924145600.74,1345735134763.86
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,El Salvador,SLV,39142615687.2106,41152360305.4393,43447081739.4438,45817642299.8657,48462157551.1229,51005469953.4391,53430323188.0221,56101789488.7722,51935038537.8132,59464974694.6216
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Equatorial Guinea,GNQ,25687593216.8693,25581464599.311,25707960045.8039,21190569158.2367,19263632756.1753,20954718048.3485,20917606870.9618,19267854443.4688,18803750334.8197,19595556323.1373
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Estonia,EST,32958202750.915,35321692724.6834,36967488470.0791,37535436586.1825,40284437405.3942,43460557703.3808,46914842869.7912,50732994053.278,50756771616.8641,55577903416.6711
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ethiopia,ETH,112283157655.966,122160005499.923,148077638928.901,166439908210.722,194015690748.877,213816795462.579,234190855940.939,257884909729.082,276935254983.721,304912793676.7
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Fiji,FJI,7364419211.78208,8093222996.08199,9375291022.39162,10147731492.3321,10418210574.1077,10852371080.1822,11717670110.489,11632861470.6784,9978598646.69216,9909514900.67361
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Finland,FIN,222320431042.548,226606741870.886,230341376307.58,235157775065.327,248052265025.91,262157314767.321,274561754901.342,287522437904.404,294046538638.637,311062173252.113
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,France,FRA,2528097207038.72,2666950863865.02,2719730300347.34,2777204974934.9,2924692709642.01,3050429224953.88,3197837511869.07,3476156970161.47,3292644303653.15,3531284368877.57
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Gabon,GAB,24187166236.5611,24803028471.2847,27448373201.6419,26252661543.3818,26457471076.3386,29027529828.7639,29882609900.3285,31107442946.9107,31839048622.6559,29967699991.7689
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Gambia, The",GMB,4103967194.68281,4076131550.67062,4006121655.97443,4207793058.65318,4362686911.60081,4502345653.44125,4950114611.00113,5357264419.21642,5463281993.87193,5871037016.24702
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Georgia,GEO,36257009738.4886,38723289569.7477,42492961933.5167,44015459770.8487,45709833895.1989,48181537162.6113,52269198029.452,55529116309.9911,52283452219.5616,59135797214.093
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Germany,DEU,3570904139239.83,3712581829258.22,3883389666513.64,3977709151007.17,4268495684340.31,4491247786267.96,4726606095876.28,4924062104790.49,4773712127899.02,4994849707317.26
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ghana,GHA,126012760957.806,136957246170.144,143670731901.312,140624612115.261,136623482244.943,141646107789.028,154708253015.822,168406148108.833,180529475976.44,191105729576.606
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Greece,GRC,277445806184.941,284938615777.952,291893761607.501,289335045232.896,295022258656.427,306093821136.232,314377061805.023,330820400005.83,302543930486.05,336300184250.517
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Grenada,GRD,1148161514.25938,1246679156.75531,1291266336.45747,1369167036.65704,1505363630.58886,1603808419.32237,1732696172.20905,1780898943.38974,1599124968.18565,1763756705.60237
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guatemala,GTM,104298818856.498,109413614759.15,115639774629.872,124517142875.708,127323281384.073,131078217588.09,138847719011.376,147331751528.038,146486767024.541,164066462947.672
